customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
9109F457-A,558,1,49.0,1,1,1,3,Lost
9109F8E0-3,706,1,61.28,1,1,2,4,Lost
910A2A41-A,334,1,36.75,2,1,1,4,Lost
910A3C36-D,705,1,49.0,1,1,1,3,Lost
910A631B-B,355,1,90.09,2,1,2,5,At Risk
910ABCDB-6,145,2,113.68,3,3,2,8,Potential Loyalist
910AEB6F-6,169,2,165.34,3,3,3,9,Loyal
910B189B-6,277,3,217.03,2,4,3,9,Loyal
910B29CB-7,530,1,130.84,1,1,3,5,At Risk
910C1502-8,42,6,581.1,4,4,4,12,Champions
910C4CB7-2,230,3,178.75,2,4,3,9,Loyal
910C567D-4,196,5,269.47,3,4,4,11,Champions
910C71FD-A,13,1,46.55,4,1,1,6,At Risk
910C8826-1,158,2,124.55,3,3,3,9,Loyal
910CAC8C-B,6,2,116.9,4,3,2,9,Loyal
910CFDD5-2,93,3,146.38,3,4,3,10,Loyal
910D89D1-B,234,1,46.55,2,1,1,4,Lost
910DF055-5,319,3,220.99,2,4,3,9,Loyal
910DF4FE-D,394,1,46.55,2,1,1,4,Lost
910E24FA-1,44,2,272.77,4,3,4,11,Champions
910E585D-F,670,2,147.41,1,3,3,7,Potential Loyalist
910EC32F-8,671,2,79.46000000000001,1,3,2,6,At Risk
910F1D49-4,77,3,132.3,4,4,3,11,Champions
910F2ED6-C,3,1,59.58,4,1,2,7,Potential Loyalist
910F76AC-E,657,1,49.0,1,1,1,3,Lost
910FA20B-B,244,4,187.47,2,4,3,9,Loyal
910FF84D-1,40,1,44.1,4,1,1,6,At Risk
91108C76-F,9,2,99.22,4,3,2,9,Loyal
9110DC27-6,335,1,99.14,2,1,2,5,At Risk
9111476B-D,248,2,167.26,2,3,3,8,Potential Loyalist
91114D11-7,245,3,147.0,2,4,3,9,Loyal
91118B9B-8,163,3,153.64,3,4,3,10,Loyal
91121B31-C,93,7,323.43,3,4,4,11,Champions
911231ED-0,68,2,279.77,4,3,4,11,Champions
91125F8D-5,265,5,422.97,2,4,4,10,Loyal
9112E857-9,520,1,41.65,1,1,1,3,Lost
9112F6BA-C,285,1,60.04,2,1,2,5,At Risk
91133238-A,535,1,63.82,1,1,2,4,Lost
91137202-5,491,2,93.1,1,3,2,6,At Risk
9113BBF8-9,617,2,96.23,1,3,2,6,At Risk
9113D6D9-0,13,11,767.5,4,4,4,12,Champions
9113EBA4-2,96,1,49.0,3,1,1,5,At Risk
91143BED-8,26,21,1527.06,4,4,4,12,Champions
91145321-F,116,1,49.0,3,1,1,5,At Risk
91145488-D,717,1,50.9,1,1,1,3,Lost
911483DC-5,534,1,49.0,1,1,1,3,Lost
9114CF66-8,656,1,174.98,1,1,3,5,At Risk
91153B5E-9,428,1,55.83,1,1,2,4,Lost
9115441B-9,305,1,164.22,2,1,3,6,At Risk
911547B9-A,115,1,133.68,3,1,3,7,Potential Loyalist
9115A611-7,550,1,55.4,1,1,2,4,Lost
9115E4F0-7,160,5,249.68,3,4,4,11,Champions
91160316-0,100,2,105.35,3,3,2,8,Potential Loyalist
91162E6E-4,330,2,98.0,2,3,2,7,Potential Loyalist
911678C4-4,94,1,88.52,3,1,2,6,At Risk
9116C39E-5,76,2,122.71000000000001,4,3,2,9,Loyal
9116CB64-E,608,1,41.65,1,1,1,3,Lost
91173771-C,136,1,86.46,3,1,2,6,At Risk
911798F7-3,85,5,279.99,4,4,4,12,Champions
91179EE3-8,690,1,46.55,1,1,1,3,Lost
9117F2F0-0,6,15,1006.24,4,4,4,12,Champions
9117F479-A,241,2,83.3,2,3,2,7,Potential Loyalist
911808E0-B,65,11,734.98,4,4,4,12,Champions
911829BA-3,93,6,414.31,3,4,4,11,Champions
911858F8-5,373,1,41.65,2,1,1,4,Lost
911880DF-5,70,2,80.85,4,3,2,9,Loyal
9118C400-E,13,1,86.93,4,1,2,7,Potential Loyalist
9118DBDF-6,210,1,49.0,3,1,1,5,At Risk
911916BD-C,146,1,44.1,3,1,1,5,At Risk
91193FF6-B,700,1,69.66,1,1,2,4,Lost
91198F7E-2,664,1,49.0,1,1,1,3,Lost
9119CD18-7,302,1,49.0,2,1,1,4,Lost
911A17B7-4,294,1,186.64,2,1,3,6,At Risk
911A32F4-9,171,3,144.55,3,4,3,10,Loyal
911A4C3F-3,645,1,49.0,1,1,1,3,Lost
911A683F-A,54,2,148.51,4,3,3,10,Loyal
911AA4B3-D,322,1,85.52,2,1,2,5,At Risk
911AE040-1,66,2,274.89,4,3,4,11,Champions
911B0E6D-D,376,2,189.95999999999998,2,3,3,8,Potential Loyalist
911B3E70-E,86,3,243.28,4,4,4,12,Champions
911BA69C-5,314,1,49.0,2,1,1,4,Lost
911BD86D-1,207,3,153.72,3,4,3,10,Loyal
911BE8AB-A,195,2,99.41,3,3,2,8,Potential Loyalist
911BF0CF-C,41,4,460.32,4,4,4,12,Champions
911BF81B-8,662,1,141.39,1,1,3,5,At Risk
911C0462-B,82,2,265.75,4,3,4,11,Champions
911C2143-8,536,2,264.69,1,3,4,8,Potential Loyalist
911C2FB0-C,5,2,346.97,4,3,4,11,Champions
911C4A1F-A,186,4,195.52,3,4,3,10,Loyal
911C5742-0,191,1,109.2,3,1,2,6,At Risk
911C9A0F-7,515,3,127.4,1,4,3,8,Potential Loyalist
911D6225-D,12,1,60.41,4,1,2,7,Potential Loyalist
911D708C-3,212,1,49.0,3,1,1,5,At Risk
911DC0CE-9,144,2,176.66,3,3,3,9,Loyal
911E201C-0,623,2,141.03,1,3,3,7,Potential Loyalist
911E4041-3,320,1,86.24,2,1,2,5,At Risk
911E7293-2,202,1,46.55,3,1,1,5,At Risk
911F05E8-2,5,2,88.19999999999999,4,3,2,9,Loyal
911F0EDD-1,121,4,213.20999999999998,3,4,3,10,Loyal
911F582D-A,44,3,207.8,4,4,3,11,Champions
911FEE39-D,640,1,39.2,1,1,1,3,Lost
91200B49-2,277,3,204.43,2,4,3,9,Loyal
9120BCB6-A,460,2,93.67,1,3,2,6,At Risk
9121303D-C,384,3,185.62,2,4,3,9,Loyal
91213A96-4,135,1,49.0,3,1,1,5,At Risk
91222047-7,216,1,41.65,3,1,1,5,At Risk
91223EDA-0,284,1,46.55,2,1,1,4,Lost
91229AA3-7,583,2,85.75,1,3,2,6,At Risk
9122CC4E-5,5,2,106.38,4,3,2,9,Loyal
9122DF64-0,275,2,254.03,2,3,4,9,Loyal
9122EB5D-6,265,1,41.65,2,1,1,4,Lost
912301A0-9,324,1,49.0,2,1,1,4,Lost
912382D1-5,104,3,249.76000000000002,3,4,4,11,Champions
9123ABAA-E,22,4,363.69,4,4,4,12,Champions
9123C7FD-6,238,1,41.65,2,1,1,4,Lost
9123F2C5-C,310,2,115.81,2,3,2,7,Potential Loyalist
91243E07-6,271,1,200.54,2,1,3,6,At Risk
91246032-4,458,2,90.86,1,3,2,6,At Risk
9124704B-1,95,2,93.1,3,3,2,8,Potential Loyalist
912481B7-8,379,2,98.0,2,3,2,7,Potential Loyalist
9124C8FF-D,196,2,237.98000000000002,3,3,4,10,Loyal
9124CB47-2,521,1,105.94,1,1,2,4,Lost
9124F743-2,15,1,53.4,4,1,1,6,At Risk
9124FD1A-B,154,6,498.69,3,4,4,11,Champions
91258B9A-2,240,1,41.65,2,1,1,4,Lost
91259574-7,124,3,261.05,3,4,4,11,Champions
9125A926-F,42,2,85.75,4,3,2,9,Loyal
9125E76A-D,156,3,263.48,3,4,4,11,Champions
912675D1-0,477,2,90.65,1,3,2,6,At Risk
91268A7A-A,39,1,46.81,4,1,1,6,At Risk
91269AFB-2,327,1,49.0,2,1,1,4,Lost
9126ADB7-0,131,1,49.0,3,1,1,5,At Risk
9126F62B-2,126,1,39.2,3,1,1,5,At Risk
9127486D-F,282,1,87.02,2,1,2,5,At Risk
9127491D-7,29,4,407.97,4,4,4,12,Champions
91284BE0-5,211,2,139.66,3,3,3,9,Loyal
91284C56-9,307,3,211.04,2,4,3,9,Loyal
912855EF-4,60,3,215.24,4,4,3,11,Champions
9128731D-9,230,1,44.1,2,1,1,4,Lost
9128975D-8,144,4,227.88,3,4,4,11,Champions
912942F1-E,458,3,265.97,1,4,4,9,Loyal
912977CA-0,10,5,336.69,4,4,4,12,Champions
9129B3BC-A,326,4,404.32,2,4,4,10,Loyal
9129D0DB-D,179,2,195.72,3,3,3,9,Loyal
9129D450-7,244,1,69.93,2,1,2,5,At Risk
9129F18F-0,13,6,309.15,4,4,4,12,Champions
9129F562-E,543,1,159.03,1,1,3,5,At Risk
912ACE8D-E,507,1,36.75,1,1,1,3,Lost
912AD32B-2,326,2,98.0,2,3,2,7,Potential Loyalist
912B0D3B-5,623,2,181.54,1,3,3,7,Potential Loyalist
912B3F70-D,110,1,62.79,3,1,2,6,At Risk
912B76D3-E,56,5,395.07,4,4,4,12,Champions
912C17FF-D,95,2,209.47,3,3,3,9,Loyal
912C6883-1,518,1,56.75,1,1,2,4,Lost
912CB8B4-5,235,2,137.43,2,3,3,8,Potential Loyalist
912D7684-E,210,1,49.0,3,1,1,5,At Risk
912D8FE5-D,397,2,113.34,2,3,2,7,Potential Loyalist
912DC063-9,20,1,39.2,4,1,1,6,At Risk
912DE977-F,144,1,46.55,3,1,1,5,At Risk
912E0BBB-2,428,2,228.82000000000002,1,3,4,8,Potential Loyalist
912E849C-3,148,3,127.4,3,4,3,10,Loyal
912EA91E-8,243,3,289.40999999999997,2,4,4,10,Loyal
912EDCED-E,263,1,54.86,2,1,2,5,At Risk
912EE7F0-2,52,1,76.47,4,1,2,7,Potential Loyalist
912F1092-A,585,1,44.1,1,1,1,3,Lost
912F7AA5-2,580,2,106.96,1,3,2,6,At Risk
912F9A2A-5,119,2,83.3,3,3,2,8,Potential Loyalist
912F9ED5-8,88,2,146.19,4,3,3,10,Loyal
912FF1AD-F,412,4,429.31,2,4,4,10,Loyal
912FF607-B,93,1,49.0,3,1,1,5,At Risk
913001A8-E,58,3,258.81,4,4,4,12,Champions
9130052C-6,220,1,36.75,3,1,1,5,At Risk
91301013-1,52,2,263.75,4,3,4,11,Champions
91304559-9,152,1,49.0,3,1,1,5,At Risk
913052D2-F,706,1,46.55,1,1,1,3,Lost
9130BFAC-3,42,7,626.58,4,4,4,12,Champions
9130F641-5,48,2,255.28000000000003,4,3,4,11,Champions
91310FEB-F,211,2,212.12,3,3,3,9,Loyal
91317774-6,573,3,151.92000000000002,1,4,3,8,Potential Loyalist
9131BB2F-5,343,3,328.43,2,4,4,10,Loyal
9131E5C3-7,591,1,69.92,1,1,2,4,Lost
9131EFBB-2,114,5,367.87,3,4,4,11,Champions
913201B3-B,477,1,49.0,1,1,1,3,Lost
9132B57F-F,136,13,858.66,3,4,4,11,Champions
9132B63E-F,543,1,133.87,1,1,3,5,At Risk
9132DEC6-1,387,1,63.72,2,1,2,5,At Risk
9132E961-0,263,2,90.65,2,3,2,7,Potential Loyalist
9132F809-B,357,1,49.0,2,1,1,4,Lost
91333EF2-9,389,1,49.0,2,1,1,4,Lost
913455B0-F,718,1,46.55,1,1,1,3,Lost
9134919F-7,712,1,39.2,1,1,1,3,Lost
9134C0B7-6,577,1,85.81,1,1,2,4,Lost
9134EA93-2,74,2,164.74,4,3,3,10,Loyal
91354360-E,132,2,213.43,3,3,3,9,Loyal
91356893-D,314,1,49.0,2,1,1,4,Lost
913571CE-1,67,1,131.68,4,1,3,8,Potential Loyalist
9135971C-7,32,5,314.74,4,4,4,12,Champions
91360330-8,546,1,50.47,1,1,1,3,Lost
91361514-9,395,2,83.3,2,3,2,7,Potential Loyalist
913621D2-F,280,2,98.0,2,3,2,7,Potential Loyalist
9136224B-A,587,1,92.71,1,1,2,4,Lost
9136AB79-9,476,2,95.55,1,3,2,6,At Risk
9136D03D-9,560,1,139.03,1,1,3,5,At Risk
9136D4AD-F,100,3,160.76999999999998,3,4,3,10,Loyal
9136DC9E-F,38,2,109.97999999999999,4,3,2,9,Loyal
91370875-8,144,1,49.0,3,1,1,5,At Risk
913747A1-1,446,2,88.19999999999999,1,3,2,6,At Risk
91377592-1,44,5,366.03999999999996,4,4,4,12,Champions
9137A933-5,575,1,50.97,1,1,1,3,Lost
9137D765-6,367,1,209.07,2,1,3,6,At Risk
91380F95-9,133,3,139.65,3,4,3,10,Loyal
9138257C-0,485,1,46.55,1,1,1,3,Lost
91383681-B,693,1,77.98,1,1,2,4,Lost
913836C8-4,322,2,147.7,2,3,3,8,Potential Loyalist
9138D222-F,99,1,49.0,3,1,1,5,At Risk
9138F5DD-F,48,13,1032.1399999999999,4,4,4,12,Champions
91391DAC-D,370,2,95.55,2,3,2,7,Potential Loyalist
913922D6-2,386,1,36.75,2,1,1,4,Lost
91395D09-F,30,5,461.02,4,4,4,12,Champions
9139658B-2,200,3,198.70999999999998,3,4,3,10,Loyal
91396F0C-9,35,8,551.25,4,4,4,12,Champions
91397A65-E,74,1,39.2,4,1,1,6,At Risk
91399CF0-A,49,4,326.95000000000005,4,4,4,12,Champions
9139B681-5,84,4,208.56,4,4,3,11,Champions
9139B862-4,534,1,108.73,1,1,2,4,Lost
9139D6A0-0,198,3,286.49,3,4,4,11,Champions
913A0691-E,149,4,223.69,3,4,4,11,Champions
913A3121-3,554,1,173.63,1,1,3,5,At Risk
913A34C1-A,140,1,115.34,3,1,2,6,At Risk
913A64AE-C,324,3,147.52,2,4,3,9,Loyal
913A8DD3-A,12,6,414.13,4,4,4,12,Champions
913A9054-D,281,3,163.97,2,4,3,9,Loyal
913A9B57-C,348,2,149.89,2,3,3,8,Potential Loyalist
913ACA32-F,457,1,44.1,1,1,1,3,Lost
913B07CD-8,448,2,95.55,1,3,2,6,At Risk
913BB270-B,37,3,183.82999999999998,4,4,3,11,Champions
913BD175-D,15,1,36.75,4,1,1,6,At Risk
913BD9C1-F,593,2,88.2,1,3,2,6,At Risk
913C2EEC-A,38,2,169.81,4,3,3,10,Loyal
913C6D76-0,2,1,94.92,4,1,2,7,Potential Loyalist
913D160F-7,79,5,284.32,4,4,4,12,Champions
913DB6DC-0,220,1,104.35,3,1,2,6,At Risk
913DC2EB-7,95,1,128.59,3,1,3,7,Potential Loyalist
913DD3C9-5,24,1,45.7,4,1,1,6,At Risk
913E90DD-0,714,1,117.33,1,1,2,4,Lost
913E93A6-E,324,2,138.57999999999998,2,3,3,8,Potential Loyalist
913EBB22-D,673,1,46.55,1,1,1,3,Lost
913EBBDB-E,136,4,166.60000000000002,3,4,3,10,Loyal
913F20C0-2,332,4,267.39,2,4,4,10,Loyal
913FE589-7,622,1,51.12,1,1,1,3,Lost
91400BE4-D,511,1,97.81,1,1,2,4,Lost
914011D4-C,294,6,449.06,2,4,4,10,Loyal
91405087-6,380,2,134.91,2,3,3,8,Potential Loyalist
91405C35-F,567,1,55.03,1,1,2,4,Lost
914073D8-4,221,2,88.19999999999999,2,3,2,7,Potential Loyalist
9140DF77-1,514,1,54.04,1,1,2,4,Lost
9140E15A-4,89,4,551.24,4,4,4,12,Champions
91412FDD-1,139,3,250.31,3,4,4,11,Champions
91413AE9-F,299,4,288.62,2,4,4,10,Loyal
91418DA0-9,647,1,118.8,1,1,2,4,Lost
9141B726-B,220,6,318.11,3,4,4,11,Champions
91424574-B,96,2,111.92,3,3,2,8,Potential Loyalist
91427C63-A,155,1,126.13,3,1,3,7,Potential Loyalist
9142C49B-F,350,3,253.45,2,4,4,10,Loyal
9142C7E7-1,211,1,69.17,3,1,2,6,At Risk
9142DADD-D,151,2,92.3,3,3,2,8,Potential Loyalist
91435FED-6,60,1,117.36,4,1,2,7,Potential Loyalist
9143B7C6-5,77,3,404.58,4,4,4,12,Champions
9143EA5B-3,23,5,303.01,4,4,4,12,Champions
9143EE6B-8,58,1,144.08,4,1,3,8,Potential Loyalist
91440AE2-0,286,1,49.0,2,1,1,4,Lost
91441CFE-1,173,3,246.99,3,4,4,11,Champions
9144A008-6,574,2,184.95,1,3,3,7,Potential Loyalist
9144BD00-5,360,2,156.79000000000002,2,3,3,8,Potential Loyalist
9144D427-4,70,2,133.04,4,3,3,10,Loyal
9144DA5B-7,93,1,51.75,3,1,1,5,At Risk
91451DE6-1,234,1,62.57,2,1,2,5,At Risk
91451E28-8,263,1,49.0,2,1,1,4,Lost
91456823-5,301,2,120.75,2,3,2,7,Potential Loyalist
914574DE-7,29,2,253.51,4,3,4,11,Champions
91459B76-C,79,2,198.11,4,3,3,10,Loyal
9145AA38-7,122,5,630.25,3,4,4,11,Champions
9145FC64-D,710,1,69.0,1,1,2,4,Lost
9145FFE6-0,178,1,41.65,3,1,1,5,At Risk
914646D2-8,93,5,553.4100000000001,3,4,4,11,Champions
914647FB-9,605,1,49.0,1,1,1,3,Lost
9146A019-4,148,2,210.86,3,3,3,9,Loyal
9146B807-4,113,3,178.12,3,4,3,10,Loyal
9146BF12-B,172,2,98.0,3,3,2,8,Potential Loyalist
91471452-8,9,4,179.28,4,4,3,11,Champions
91471E8A-7,268,2,98.0,2,3,2,7,Potential Loyalist
91473040-0,166,3,261.83000000000004,3,4,4,11,Champions
91473893-B,54,2,303.31,4,3,4,11,Champions
91479901-4,314,1,49.0,2,1,1,4,Lost
9147C497-1,280,1,44.1,2,1,1,4,Lost
914824DB-4,196,3,202.06,3,4,3,10,Loyal
914850D2-1,73,5,222.61,4,4,3,11,Champions
9148A446-3,63,12,775.65,4,4,4,12,Champions
9148E369-A,107,2,95.55,3,3,2,8,Potential Loyalist
9148F627-D,318,2,85.75,2,3,2,7,Potential Loyalist
9149043F-2,354,2,83.30000000000001,2,3,2,7,Potential Loyalist
91495F66-D,206,2,128.35999999999999,3,3,3,9,Loyal
91498ADA-C,74,2,134.72,4,3,3,10,Loyal
9149BCF3-5,389,1,58.46,2,1,2,5,At Risk
9149C300-F,163,5,410.15,3,4,4,11,Champions
9149FCCD-4,677,1,49.0,1,1,1,3,Lost
914A8749-F,133,2,157.62,3,3,3,9,Loyal
914A8EF8-B,53,2,90.65,4,3,2,9,Loyal
914B21EE-D,117,1,59.32,3,1,2,6,At Risk
914C00C4-4,182,2,182.55,3,3,3,9,Loyal
914C4439-F,95,4,238.47,3,4,4,11,Champions
914C59DC-5,212,4,392.9,3,4,4,11,Champions
914C5BED-E,369,1,49.0,2,1,1,4,Lost
914C6E36-4,546,2,158.38,1,3,3,7,Potential Loyalist
914C8006-F,249,2,177.18,2,3,3,8,Potential Loyalist
914CAB6D-5,358,2,88.19999999999999,2,3,2,7,Potential Loyalist
914CC501-6,548,1,82.6,1,1,2,4,Lost
914D4BC3-E,414,2,114.69,2,3,2,7,Potential Loyalist
914D71C3-C,437,1,39.2,1,1,1,3,Lost
914D8307-9,717,1,168.48,1,1,3,5,At Risk
914DC584-6,63,4,310.19,4,4,4,12,Champions
914DF6DC-6,365,2,283.76,2,3,4,9,Loyal
914DF7BE-6,27,3,127.4,4,4,3,11,Champions
914E0966-6,396,1,44.1,2,1,1,4,Lost
914E2198-9,728,1,49.0,1,1,1,3,Lost
914E484E-9,125,2,79.93,3,3,2,8,Potential Loyalist
914EDC2F-6,478,2,93.1,1,3,2,6,At Risk
914EF992-0,33,5,462.46000000000004,4,4,4,12,Champions
914EFC64-6,355,1,144.26,2,1,3,6,At Risk
914EFD6E-3,172,3,218.45999999999998,3,4,3,10,Loyal
914F1592-8,5,2,127.49000000000001,4,3,3,10,Loyal
914FFA8E-9,603,2,89.19999999999999,1,3,2,6,At Risk
91502506-0,39,5,373.84,4,4,4,12,Champions
91503082-9,158,2,232.07,3,3,4,10,Loyal
9150C17A-B,134,2,132.97,3,3,3,9,Loyal
9150D9B2-2,318,1,49.0,2,1,1,4,Lost
91519998-F,318,4,317.9,2,4,4,10,Loyal
9151CBFF-0,264,3,127.4,2,4,3,9,Loyal
9152667A-A,294,1,41.65,2,1,1,4,Lost
91528071-0,486,1,49.0,1,1,1,3,Lost
91532808-9,224,3,448.29,2,4,4,10,Loyal
9153BFE2-9,57,4,322.91,4,4,4,12,Champions
9153E003-4,224,1,49.0,2,1,1,4,Lost
915407F8-6,590,1,44.1,1,1,1,3,Lost
915469E6-C,351,4,495.86,2,4,4,10,Loyal
915476BF-B,456,1,163.06,1,1,3,5,At Risk
9155ED93-6,199,1,118.04,3,1,2,6,At Risk
91560915-3,467,3,331.89,1,4,4,9,Loyal
91565EC3-9,18,1,105.84,4,1,2,7,Potential Loyalist
9156B8C7-7,320,3,148.38,2,4,3,9,Loyal
91572954-9,349,1,39.2,2,1,1,4,Lost
9157CC77-A,551,1,46.55,1,1,1,3,Lost
9157F727-A,93,2,121.83000000000001,3,3,2,8,Potential Loyalist
915838CC-6,332,1,74.88,2,1,2,5,At Risk
91586314-8,29,4,229.72,4,4,4,12,Champions
91588F81-E,383,1,49.0,2,1,1,4,Lost
9159B273-C,601,1,61.49,1,1,2,4,Lost
9159C0A4-6,625,1,44.1,1,1,1,3,Lost
9159FE1A-F,27,3,294.6,4,4,4,12,Champions
915A094E-C,567,2,109.2,1,3,2,6,At Risk
915AC98F-B,714,1,73.77,1,1,2,4,Lost
915B16E7-1,392,2,339.33000000000004,2,3,4,9,Loyal
915B67C7-1,300,2,201.39999999999998,2,3,3,8,Potential Loyalist
915BB0F9-4,563,1,75.22,1,1,2,4,Lost
915BC367-5,234,1,44.1,2,1,1,4,Lost
915BF80C-C,50,1,136.01,4,1,3,8,Potential Loyalist
915C15A1-A,548,3,214.31,1,4,3,8,Potential Loyalist
915C3CBA-D,478,2,208.53,1,3,3,7,Potential Loyalist
915C5788-C,473,3,134.75,1,4,3,8,Potential Loyalist
915CACB5-C,706,1,63.93,1,1,2,4,Lost
915CE692-D,263,1,101.87,2,1,2,5,At Risk
915D104C-B,29,2,88.2,4,3,2,9,Loyal
915D27FC-D,622,1,49.0,1,1,1,3,Lost
915D6187-D,453,1,186.37,1,1,3,5,At Risk
915D8837-1,572,1,87.25,1,1,2,4,Lost
915DCC21-6,416,1,85.52,1,1,2,4,Lost
915E045E-F,259,1,46.77,2,1,1,4,Lost
915E39FB-C,53,2,291.34000000000003,4,3,4,11,Champions
915E6289-C,364,3,267.87,2,4,4,10,Loyal
915E68F2-E,37,7,521.3399999999999,4,4,4,12,Champions
915EA60D-3,11,16,887.68,4,4,4,12,Champions
915EC82B-4,175,1,49.0,3,1,1,5,At Risk
915ED719-8,163,3,213.76999999999998,3,4,3,10,Loyal
915EE58A-7,120,2,78.4,3,3,2,8,Potential Loyalist
915F29D1-2,692,1,49.0,1,1,1,3,Lost
915F5CFC-F,144,3,378.45,3,4,4,11,Champions
915F7216-8,509,1,88.23,1,1,2,4,Lost
915F980D-F,730,1,79.82,1,1,2,4,Lost
915FBBF9-5,625,1,38.48,1,1,1,3,Lost
915FE1BE-9,257,3,134.75,2,4,3,9,Loyal
915FEBAD-B,190,2,132.4,3,3,3,9,Loyal
9160355A-7,67,3,357.44,4,4,4,12,Champions
9160426F-2,60,1,102.75,4,1,2,7,Potential Loyalist
9160484A-3,249,1,36.75,2,1,1,4,Lost
91604FDC-F,152,1,44.1,3,1,1,5,At Risk
91609B72-6,500,1,39.2,1,1,1,3,Lost
9160ADBF-A,162,1,49.38,3,1,1,5,At Risk
9160D402-6,426,1,204.34,1,1,3,5,At Risk
91610AC0-2,528,1,46.55,1,1,1,3,Lost
91611158-E,529,1,41.65,1,1,1,3,Lost
91612755-4,122,2,85.75,3,3,2,8,Potential Loyalist
91612E6C-8,259,2,90.75999999999999,2,3,2,7,Potential Loyalist
916145DB-0,7,8,573.5799999999999,4,4,4,12,Champions
9161F7B7-0,9,2,90.65,4,3,2,9,Loyal
9161FFAA-B,252,2,96.14,2,3,2,7,Potential Loyalist
91621967-1,159,2,105.9,3,3,2,8,Potential Loyalist
9162E63E-6,167,1,46.55,3,1,1,5,At Risk
9162E813-D,14,16,1170.34,4,4,4,12,Champions
91630FAF-6,209,3,185.16,3,4,3,10,Loyal
916318FB-9,220,3,320.48,3,4,4,11,Champions
91632261-D,217,5,376.53,3,4,4,11,Champions
9163310C-0,203,1,52.73,3,1,1,5,At Risk
916332B1-C,241,5,441.43,2,4,4,10,Loyal
91636727-5,77,6,454.40999999999997,4,4,4,12,Champions
91637CCC-6,171,2,174.38,3,3,3,9,Loyal
91639A15-0,679,1,39.2,1,1,1,3,Lost
9163A313-E,56,12,1099.57,4,4,4,12,Champions
9163DCEA-8,285,2,212.91,2,3,3,8,Potential Loyalist
9163EB5D-3,180,1,46.55,3,1,1,5,At Risk
9163EE2B-C,158,3,295.03999999999996,3,4,4,11,Champions
91640E7F-4,55,3,127.4,4,4,3,11,Champions
916440DE-D,88,1,85.66,4,1,2,7,Potential Loyalist
9164B2DA-7,69,1,62.06,4,1,2,7,Potential Loyalist
9165A15B-3,435,1,62.52,1,1,2,4,Lost
9165E3A2-C,314,3,139.65,2,4,3,9,Loyal
9165FE2A-1,381,1,49.0,2,1,1,4,Lost
91661CEC-7,46,4,236.87,4,4,4,12,Champions
9166E556-5,75,5,386.29,4,4,4,12,Champions
9166F95A-2,124,2,90.65,3,3,2,8,Potential Loyalist
9167272C-A,20,1,49.0,4,1,1,6,At Risk
91676517-C,230,2,88.2,2,3,2,7,Potential Loyalist
9168352D-8,171,1,108.25,3,1,2,6,At Risk
91683B8B-D,81,5,282.52,4,4,4,12,Champions
916860AB-A,135,1,44.1,3,1,1,5,At Risk
91687426-3,54,6,611.13,4,4,4,12,Champions
91688AD8-0,636,1,49.64,1,1,1,3,Lost
9168CBA2-2,210,1,44.1,3,1,1,5,At Risk
9168E2D1-A,410,1,49.0,2,1,1,4,Lost
91690AD8-E,119,11,603.43,3,4,4,11,Champions
91694F2A-D,61,1,54.67,4,1,2,7,Potential Loyalist
91695CFA-C,596,1,49.0,1,1,1,3,Lost
916963D4-2,174,5,704.64,3,4,4,11,Champions
9169DFF9-F,364,2,93.1,2,3,2,7,Potential Loyalist
916A1F6D-9,364,1,49.0,2,1,1,4,Lost
916A6801-B,610,1,90.3,1,1,2,4,Lost
916ABBCF-5,370,2,229.39000000000001,2,3,4,9,Loyal
916AC2DE-4,630,1,56.43,1,1,2,4,Lost
916AD504-5,21,6,295.68,4,4,4,12,Champions
916B0FA3-0,29,2,121.56,4,3,2,9,Loyal
916B2AC4-3,59,3,136.59,4,4,3,11,Champions
916BB07E-7,613,1,188.61,1,1,3,5,At Risk
916C153E-4,313,1,104.64,2,1,2,5,At Risk
916C4847-C,77,3,252.76999999999998,4,4,4,12,Champions
916C84EB-3,148,2,149.84,3,3,3,9,Loyal
916C98E9-A,648,1,49.0,1,1,1,3,Lost
916CA2FB-6,89,2,122.68,4,3,2,9,Loyal
916CB062-0,31,2,163.74,4,3,3,10,Loyal
916D40D9-C,195,1,49.0,3,1,1,5,At Risk
916E72B2-1,7,3,218.5,4,4,3,11,Champions
916EA11B-7,222,1,49.0,2,1,1,4,Lost
916EFD7B-7,51,3,151.29,4,4,3,11,Champions
916F1E97-7,163,2,95.55,3,3,2,8,Potential Loyalist
916F6A46-E,100,3,305.83,3,4,4,11,Champions
916F7CFB-A,317,3,283.43,2,4,4,10,Loyal
916FEF6D-A,404,1,55.14,2,1,2,5,At Risk
917005C8-3,100,5,307.28999999999996,3,4,4,11,Champions
9170078F-F,32,3,352.15,4,4,4,12,Champions
91706392-9,539,1,44.1,1,1,1,3,Lost
91706559-C,422,2,148.49,1,3,3,7,Potential Loyalist
91707A27-3,409,1,115.04,2,1,2,5,At Risk
91708713-D,509,2,117.66,1,3,2,6,At Risk
9170925E-F,31,1,121.5,4,1,2,7,Potential Loyalist
9170CBA6-0,341,1,87.05,2,1,2,5,At Risk
9170D854-C,662,1,110.61,1,1,2,4,Lost
9170ED1D-7,63,3,151.47,4,4,3,11,Champions
9170F072-6,553,2,101.12,1,3,2,6,At Risk
91718B6F-E,636,1,39.2,1,1,1,3,Lost
